scenario,sample_id,tan_init,tan_final_6m,tan_reduction_rate,total_cost_6m,is_feasible
baseline,161,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,175,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,178,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,179,60.0,36.38130008064001,0.39364499865599983,1200.0,1
baseline,180,60.0,36.38130008064001,0.39364499865599983,1200.0,1
baseline,185,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,191,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,192,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,193,55.0,37.942837958079984,0.3101302189440003,900.0,1
baseline,194,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,197,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,200,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,201,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,202,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,203,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,208,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,212,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,215,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,218,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,220,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,222,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,230,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,231,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,233,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,244,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,246,58.0,28.824914875738,0.503018709039,1908.0,1
baseline,247,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,252,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,263,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,265,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,267,63.0,33.480783,0.46855899999999995,1500.0,1
baseline,273,56.0,27.830952293816004,0.5030187090389999,1908.0,1
baseline,280,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,281,62.0,32.949342000000016,0.4685589999999997,1500.0,1
baseline,283,58.0,28.824914875738,0.503018709039,1908.0,1
baseline,288,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,289,55.0,37.942837958079984,0.3101302189440003,900.0,1
baseline,290,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,291,63.0,33.480783,0.46855899999999995,1500.0,1
baseline,293,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,295,57.0,39.322577520191984,0.3101302189440003,900.0,1
baseline,298,60.0,36.38130008064001,0.39364499865599983,1200.0,1
baseline,308,55.0,37.942837958079984,0.3101302189440003,900.0,1
baseline,313,65.0,34.543665000000004,0.46855899999999995,1500.0,1
baseline,314,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,315,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,317,61.0,36.987655081984016,0.3936449986559997,1200.0,1
baseline,321,56.0,27.830952293816004,0.5030187090389999,1908.0,1
baseline,322,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,331,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,335,60.0,36.38130008064001,0.39364499865599983,1200.0,1
baseline,339,65.0,28.185703065585,0.5663737989909999,1980.0,1
baseline,342,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,347,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,349,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,350,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,353,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,355,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,358,60.0,36.38130008064001,0.39364499865599983,1200.0,1
baseline,361,63.0,33.480783,0.46855899999999995,1500.0,1
baseline,364,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,365,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,370,57.0,39.322577520191984,0.3101302189440003,900.0,1
baseline,376,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,380,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,387,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,389,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,399,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,400,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,404,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,407,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,411,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,412,56.0,27.830952293816004,0.5030187090389999,1908.0,1
baseline,413,62.0,32.949342000000016,0.4685589999999997,1500.0,1
baseline,416,65.0,28.185703065585,0.5663737989909999,1980.0,1
baseline,417,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,422,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,427,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,428,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,432,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,433,63.0,27.318450663566995,0.5663737989910002,1980.0,1
baseline,437,58.0,40.01244730124799,0.3101302189440002,900.0,1
baseline,441,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,442,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,445,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,449,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,451,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,459,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,460,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,468,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,470,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,472,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,477,58.0,40.01244730124799,0.3101302189440002,900.0,1
baseline,479,61.0,36.987655081984016,0.3936449986559997,1200.0,1
baseline,482,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,485,63.0,27.318450663566995,0.5663737989910002,1980.0,1
baseline,488,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,489,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,491,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,497,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,499,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,500,61.0,36.987655081984016,0.3936449986559997,1200.0,1
baseline,503,58.0,40.01244730124799,0.3101302189440002,900.0,1
baseline,519,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,520,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,523,57.0,39.322577520191984,0.3101302189440003,900.0,1
baseline,524,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,526,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,536,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,541,60.0,36.38130008064001,0.39364499865599983,1200.0,1
baseline,552,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,553,63.0,27.318450663566995,0.5663737989910002,1980.0,1
baseline,559,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,567,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,568,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,574,56.0,38.632707739135995,0.3101302189440001,900.0,1
baseline,575,61.0,36.987655081984016,0.3936449986559997,1200.0,1
baseline,590,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,592,63.0,27.318450663566995,0.5663737989910002,1980.0,1
baseline,605,55.0,37.942837958079984,0.3101302189440003,900.0,1
baseline,606,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,608,61.0,36.987655081984016,0.3936449986559997,1200.0,1
baseline,609,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,612,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,620,61.0,36.987655081984016,0.3936449986559997,1200.0,1
baseline,630,56.0,38.632707739135995,0.3101302189440001,900.0,1
baseline,633,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,634,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,636,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,642,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,643,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,646,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,649,63.0,33.480783,0.46855899999999995,1500.0,1
baseline,651,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,661,63.0,27.318450663566995,0.5663737989910002,1980.0,1
baseline,675,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,679,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,681,65.0,28.185703065585,0.5663737989909999,1980.0,1
baseline,696,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,698,56.0,38.632707739135995,0.3101302189440001,900.0,1
baseline,700,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,710,63.0,27.318450663566995,0.5663737989910002,1980.0,1
baseline,711,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,712,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,713,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,715,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,719,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,720,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,722,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,723,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,724,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,726,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,729,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,733,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,735,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,736,65.0,28.185703065585,0.5663737989909999,1980.0,1
baseline,737,63.0,27.318450663566995,0.5663737989910002,1980.0,1
baseline,741,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,742,63.0,27.318450663566995,0.5663737989910002,1980.0,1
baseline,745,55.0,37.942837958079984,0.3101302189440003,900.0,1
baseline,746,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,747,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,750,65.0,28.185703065585,0.5663737989909999,1980.0,1
baseline,754,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,759,55.0,37.942837958079984,0.3101302189440003,900.0,1
baseline,762,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,763,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,769,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,771,57.0,39.322577520191984,0.3101302189440003,900.0,1
baseline,775,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,776,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,777,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,781,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,784,55.0,37.942837958079984,0.3101302189440003,900.0,1
baseline,786,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,790,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,793,58.0,40.01244730124799,0.3101302189440002,900.0,1
baseline,796,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,798,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,805,58.0,40.01244730124799,0.3101302189440002,900.0,1
baseline,806,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,809,55.0,31.232808862255006,0.4321307479589999,1380.0,1
baseline,811,63.0,33.480783,0.46855899999999995,1500.0,1
baseline,818,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,819,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,826,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,827,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,830,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,836,60.0,36.38130008064001,0.39364499865599983,1200.0,1
baseline,838,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,842,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,845,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,846,57.0,32.368547366337005,0.4321307479589999,1380.0,1
baseline,852,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,856,64.0,27.752076864576,0.566373798991,1980.0,1
baseline,862,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,864,63.0,33.480783,0.46855899999999995,1500.0,1
baseline,865,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,868,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,873,57.0,39.322577520191984,0.3101302189440003,900.0,1
baseline,874,60.0,29.818877457659998,0.503018709039,1680.0,1
baseline,876,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,879,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,881,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,889,56.0,31.80067811429601,0.43213074795899986,1380.0,1
baseline,898,58.0,28.824914875738,0.503018709039,1908.0,1
baseline,908,59.0,35.774945079296,0.39364499865599994,1200.0,1
baseline,909,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,913,61.0,36.987655081984016,0.3936449986559997,1200.0,1
baseline,916,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,918,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,920,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,926,62.0,32.949342000000016,0.4685589999999997,1500.0,1
baseline,931,61.0,30.315858748621004,0.5030187090389999,1680.0,1
baseline,935,65.0,28.185703065585,0.5663737989909999,1980.0,1
baseline,938,63.0,33.480783,0.46855899999999995,1500.0,1
baseline,945,63.0,33.480783,0.46855899999999995,1500.0,1
baseline,951,60.0,36.38130008064001,0.39364499865599983,1200.0,1
baseline,956,62.0,32.949342000000016,0.4685589999999997,1500.0,1
baseline,958,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,959,58.0,32.936416618378004,0.4321307479589999,1380.0,1
baseline,962,57.0,39.322577520191984,0.3101302189440003,900.0,1
baseline,963,63.0,33.480783,0.46855899999999995,1500.0,1
baseline,970,57.0,39.322577520191984,0.3101302189440003,900.0,1
baseline,976,64.0,34.01222400000001,0.46855899999999984,1500.0,1
baseline,983,65.0,28.185703065585,0.5663737989909999,1980.0,1
baseline,991,59.0,29.321896166699002,0.5030187090389999,1680.0,1
baseline,993,62.0,26.884824462558,0.5663737989909999,1980.0,1
baseline,998,65.0,28.185703065585,0.5663737989909999,1980.0,1
baseline,999,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,1,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,2,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,3,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,4,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,5,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,9,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1600,11,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,12,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,15,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,29,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,30,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,35,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,36,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,40,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,46,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,49,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,51,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,52,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,53,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,55,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1600,59,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,62,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1600,68,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,82,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,85,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,87,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,88,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,92,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,96,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1600,97,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,98,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,100,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,101,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1600,104,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1600,106,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,112,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1600,114,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,116,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,123,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,126,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,128,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,134,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,137,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,141,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,142,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,149,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,150,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1600,158,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,161,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,175,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,178,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,179,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,180,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,185,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,191,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,192,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,193,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1600,194,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,197,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,200,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,201,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,202,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,203,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,208,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,212,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,215,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,218,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,220,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,222,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,230,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,231,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,233,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,244,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,246,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,247,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,252,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,263,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,265,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,267,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,273,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,280,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,281,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,283,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,288,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,289,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1600,290,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,291,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,293,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,295,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1600,298,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,308,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1600,313,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1600,314,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,315,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,317,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1600,321,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,322,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,331,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,335,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,339,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1600,342,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,347,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,349,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,350,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,353,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,355,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,358,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,361,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,364,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,365,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,370,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1600,376,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,380,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,387,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,389,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,399,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,400,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,404,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,407,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,411,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,412,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,413,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,416,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1600,417,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,422,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,427,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,428,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,432,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,433,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,437,58.0,40.01244730124799,0.3101302189440002,900.0,1
